has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,188,0,18,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,https://ulys-consignes.com/,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,188,0,18,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,https://ulys-consignes.com/pages-utilisateur/captcha.php,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,188,0,18,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,https://ulys-consignes.com/pages-utilisateur/paiement.php,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,0,14,14,0,0,0,97,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,https://btinternetcomdjn-9xbx.glide.page/dl/66a29b,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25,1,24,21,0,0,0,80,0,3,2,33,0,1,0,0,0,0,20,1,0,0,0,0,0,https://portfolio-kasyemz.format.com/jj,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,0,14,14,0,0,0,97,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,https://xbdhndd-r5bq.glide.page/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,96,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://www.dropbox.com/scl/fi/ock3993l9g7443j2mjo3m/BT-EE-Upgrade-your-home-with-BT-Broadband.paper?rlkey=cmo0yjcckzgpo0wy8aymq0anp&st=1gwgx7mb&dl=0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://us11.campaign-archive.com/?u=f1e6a09f1b61bdfc1412ccacc&id=0bb2cb0af0,1
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,55,0,35,3,2,2,0,1,0,0,3928,0,58,2,16,0,0,0,0,0,1,7,0,0,0,0,2,29,https://us8.campaign-archive.com/?u=18ed2f5226872ccb9c4817412&id=599b4e5f97,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,188,0,18,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,http://niceiphonecase.com/?GkXwIYdgrV,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,188,0,18,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,http://40westlabelgroup.com/?2RiyEXexHf,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,4,1,12,1,1,0,613,2,0,2,16,0,0,0,0,1,0,2,0,0,0,0,7,0,https://mijn.overheid.nl.berichtenbox.l2xqsqxmtxj6ebcfhhj15oq2ipcabw7kpns6ffwlxcutfz21kgd2.majorart.co.th/berichtenbox.php?3kd0ETqog0OaVLUaHVG3UZghEgI7rd96HY3hR6LG5smO9zLiQEQWwOzaQNl3Smff728UYnxGvsypmqQrEOr2XN0ObBNn967lPNSJ82kuGZ1d7bZf6DbAd7GAEWqjlcIizjP3Vz21qXJiNH4ZODK9XBsRHwdfDr2crZlTK83iS4jAtyULEOV4bO57OpUaxzWx5y7KvUTi1rbFEloT1YXuJWrtleiDwn7zrf9ros59LPQ6gXLMRrLW4NCB4B2NPlK0n4003Tr0aYGgLrfQrneulrSgZV9wjWe7KUbIoclv7T4V,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,4,1,12,1,1,0,613,2,0,2,16,0,0,0,0,1,0,2,0,0,0,0,7,0,https://mijn.overheid.nl.berichtenbox.l2xqsqxmtxj6ebcfhhj15oq2ipcabw7kpns6ffwlxcutfz21kgd2.majorart.co.th/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://login.nxhcusp.cn/?Login=W254ja0eYRT8HTZ7oZbUFXwbuI,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://ag-info-client.surge.sh/,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://ag-info-client.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,8,2,0,0,88,0,0,53,27,37,12,0,1,1,4470,0,89,10,269,0,1,1,0,0,1,7,1,0,0,0,35,0,https://dbs-ae.com/index.html,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19887,1,357,147,451,0,1,0,0,1,0,63,1,0,1,5,192,0,https://consignes-vinci.com/,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19887,1,357,147,451,0,1,0,0,1,0,63,1,0,1,5,192,0,https://consignes-vinci.com/as.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,1,0,0,274,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://v-vpass-jp.ataneng.cn/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,http://cttpti.com/tracki/,1
1,1,1,0,0,1,0,0,1,0,0,7,7,0,56,7,0,0,63,43,8,67,1,1,1,2604,5,24,15,117,1,0,1,0,0,1,20,0,0,0,0,27,0,https://idf-mobilites-fr.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,9,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,https://idf-mobilites-fr.com/captcha.php,1
1,1,1,0,0,1,0,0,1,0,0,7,7,0,56,7,0,0,63,43,8,67,1,1,1,2604,5,24,15,117,1,0,1,0,0,1,20,0,0,0,0,27,0,https://idf-mobilites-fr.com/index.php,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,4,1,12,1,1,0,613,2,0,2,16,0,0,0,0,1,0,2,0,0,0,0,7,0,https://mijn.overheid.nl.berichtenbox.services.majorart.co.th/berichtenbox.php?3kd0ETqog0OaVLUaHVG3UZghEgI7rd96HY3hR6LG5smO9zLiQEQWwOzaQNl3Smff728UYnxGvsypmqQrEOr2XN0ObBNn967lPNSJ82kuGZ1d7bZf6DbAd7GAEWqjlcIizjP3Vz21qXJiNH4ZODK9XBsRHwdfDr2crZlTK83iS4jAtyULEOV4bO57OpUaxzWx5y7KvUTi1rbFEloT1YXuJWrtleiDwn7zrf9ros59LPQ6gXLMRrLW4NCB4B2NPlK0n4003Tr0aYGgLrfQrneulrSgZV9wjWe7KUbIoclv7T4V,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,220,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,https://mon-espace.fortuneo.fr.naitstudentrentals.com/authentification/index.php?authType=sso&amp;client_id=dc8a772e8411edf5ab&amp;state=4ee19be1bf1e0f5e3877959595169e94500e5c0e62d4462de4b7824c51ebde3a&amp;nonce=fdb9bcf913f9ea305c3a407490c37dd7&amp;display=&amp;response_type=code&amp;scope=580904e10e0c&amp;prompt=espace,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://notifica-c.surge.sh/,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://notifica-c.surge.sh/pages/region.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://assistance-info-a.surge.sh/,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://assistance-info-a.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19881,1,357,147,451,0,1,0,0,1,0,63,1,0,1,5,192,0,https://reglementpeages-fr.com/,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19881,1,357,147,451,0,1,0,0,1,0,63,1,0,1,5,192,0,https://reglementpeages-fr.com/as.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://mbq-serv-ca-fr.surge.sh/,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://mbq-serv-ca-fr.surge.sh/pages/region.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://app-info-c-service.surge.sh/,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://app-info-c-service.surge.sh/pages/region.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.cjhicp.cn/?Login=Ji5rR7Z9GdoZxOhy7fPinpChaV,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19881,1,357,147,451,0,1,0,0,1,0,63,1,0,1,5,192,0,https://vinci-peageimpaye.com/,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19881,1,357,147,451,0,1,0,0,1,0,63,1,0,1,5,192,0,https://vinci-peageimpaye.com/as.php,1
1,1,0,0,0,1,1,0,1,0,0,6,0,0,0,0,0,0,1,2,4,7,0,0,0,161,0,0,3,16,0,0,0,0,1,0,4,0,0,0,0,4,0,https://ipfs.io/ipfs/bafkreiebqrigequ4ldgd6nfwessfxrxxl4r3bjzwgfqmqpx6aqe2w7qo7i,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://gnongon-daimain.surge.sh/,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://gnongon-daimain.surge.sh/pages/region.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://gnoumentke-themogo-maloro.surge.sh/,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://gnoumentke-themogo-maloro.surge.sh/pages/region.html,1
1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,21,1,0,0,229,0,1,2,3,0,0,0,0,0,0,5,0,0,0,0,1,0,https://www.ynzaog.cn/,1
1,1,1,0,0,1,0,1,1,0,0,30,7,0,0,61,0,2,11,22,12,17,1,1,1,6020,2,121,13,156,4,1,1,1,0,1,3,1,0,0,0,63,1,https://digitalintrade.com/SV-buknews-CR/?s2=c4eb530c-71f5-466f-b475-569e103ac4c9&amp;s3=IwZXh0bgNhZW0BMABhZGlkAasppHhudcRzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeyVlJjJxd_Pz0Q3XcuRjaHiEeg6M47NHj9mNtJc7VOnOxz_w-ou5GhQtgOHM_aem_kB7fq_NRYKQu-AMy3Ojs_A&amp;s4=01727ab4-7fa7-47cf-8234-b7823e555e69&amp;s5=xm2eebbcbde2t1tsetqcj&amp;fbclid=IwVERFWAN7TcJleHRuA2FlbQEwAGFkaWQBqymkeG51xHNydGMGYXBwX2lkCjY2Mjg1NjgzNzkAAR7JWUmMnF38_PRDddy5GNoeIR6Dozjs0eP2Y20lztU6c7HP_D6i7kaFC2A4cw_aem_kB7fq_NRYKQu-AMy3Ojs_A,1
1,1,1,0,0,1,0,0,1,0,0,4,4,0,0,23,0,0,5,2,4,9,0,0,0,184,2,25,4,30,1,1,1,0,0,0,12,1,0,0,0,16,0,http://cncllcus4sv.odoo.com/c4ncaardebsv,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,46,0,0,0,181,0,8,0,30,0,0,0,0,1,0,20,1,0,0,0,0,0,https://new.express.adobe.com/webpage/qkf6YNW1wxsaM,1
1,1,1,0,0,1,1,1,0,0,0,4,1,0,0,7,0,0,12,5,11,13,1,1,0,590,0,14,1,32,0,1,1,0,0,0,4,0,0,0,0,7,0,https://joelosteen12645-creator.github.io/ok/#%5Bemail,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,182,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,https://ecuadoravanza.webcindario.com/,1
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,22,1,49,18,1,0,0,237,0,3,3,27,0,0,0,0,0,1,17,0,0,0,0,1,0,https://coinbass-proologi-in.gitbook.io/us/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,59,0,0,0,59,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,https://help--logie--kucuie.webflow.io/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,10,0,0,11,0,24,4,0,1,0,242,0,14,2,61,0,0,1,0,0,1,7,0,0,0,0,10,0,https://vipgiveawaycf.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,24,19,0,1,0,187,0,5,3,62,0,0,1,0,0,1,8,0,0,0,0,13,2,https://verify-index-mail.weebly.com/,1
1,1,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,9,4,6,16,1,0,0,540,0,8,2,60,0,0,1,0,0,1,16,1,0,0,0,3,0,https://site-0m7nsn68e.godaddysites.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,0,0,0,14,0,26,32,0,0,0,166,0,5,3,54,0,0,1,0,0,1,8,0,0,0,0,10,0,https://mygrandsavings-acc-sec.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,0,0,1,16,0,26,7,0,0,0,299,0,6,3,57,0,0,1,0,0,1,8,0,0,0,0,13,1,https://jhdmhqwertyuikjvcxcv.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,0,0,0,14,0,26,32,0,0,0,166,0,5,3,54,0,0,1,0,0,1,8,0,0,0,0,10,0,https://grandsavings-acc-sec.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,9,1,0,0,10,0,1,12,0,26,4,0,1,0,270,0,15,3,59,0,0,1,0,0,1,8,0,0,0,0,17,1,https://gfgrgw1.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,6,0,0,14,0,27,37,0,0,0,393,0,11,3,54,0,0,1,0,0,1,8,0,0,0,0,10,0,https://forterasecure.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,29,4,0,0,0,150,0,4,2,56,0,0,1,0,0,1,7,0,0,0,0,11,1,https://dns86.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,9,1,0,0,0,0,0,15,0,26,4,0,0,0,184,0,6,1,56,0,0,1,0,0,1,7,0,0,0,0,18,0,https://centurybnkt.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,2,0,0,15,0,27,10,0,1,0,191,0,7,3,46,0,0,1,0,0,1,8,0,0,0,0,10,0,https://8digitalvfcu.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,12,0,0,14,0,27,5,0,1,0,230,0,16,3,46,0,0,1,0,0,1,8,0,0,0,0,12,0,https://0nllnec0mm0nbiank.weebly.com/,1
1,1,1,0,0,1,0,0,1,0,0,4,4,0,0,21,0,0,5,2,4,22,0,0,0,195,2,23,4,30,1,1,1,0,0,0,15,1,0,0,0,14,0,http://dennegaraccees0.odoo.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,20,1,0,0,104,0,7,2,27,0,0,0,0,0,0,16,0,0,0,0,3,0,https://linksta.cc/@dfghjytrfg,1
0,1,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,6,4,2,0,0,0,0,988,4,3,4,73,0,0,1,0,0,0,9,0,0,1,13,15,0,https://23560756-laurielaird1-7fmpk.sitebeat.crazydomains.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,31,17,0,0,0,52,0,1,0,29,0,0,0,0,0,0,10,0,0,0,0,4,0,https://link-1762600269.allvaluelink.com/btinternetwebmail,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://us4.campaign-archive.com/?u=b8c0eca3fa8cfd6b2667e4831&id=94d6670fa8,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19918,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,193,0,https://vinci-ulys-client.com/,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19918,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,193,0,https://vinci-ulys-client.com/as.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,29,0,0,0,29,0,0,0,14,0,0,0,0,1,0,7,0,0,0,0,0,0,https://preview.webflow.com/preview/maxs-dynamite-site-c8da36?utm_medium=preview_link&utm_source=designer&utm_content=maxs-dynamite-site-c8da36&preview=16c7c013adba9ab86019132ba6f57f5b&workflow=sitePreview,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19918,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,193,0,https://vinci-client-ulys.com/,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19918,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,193,0,https://vinci-client-ulys.com/as.php,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19918,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,193,0,https://client-ulys-vinci.com/,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19918,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,193,0,https://client-ulys-vinci.com/as.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,33,1,0,0,114,0,7,3,14,0,0,0,0,0,0,15,0,0,0,0,3,0,https://linksta.cc/@trgfhhjr,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19918,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,193,0,https://mrelay-infos.com/as.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,1,0,0,274,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://www3-vpass-jp.sifangfund.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,1,0,0,274,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://www3-vpass-jp.qujuanle.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,1,0,0,274,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://www3-vpass-jp.huamai888.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,1,0,0,274,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://www3-vpass-jp.tuhongdaijia.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,1,0,0,274,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://v-vpass-jp.dongqingcaiwu.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,1,0,0,274,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://v-vpass-jp.jsyazhuoxxjc.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,1,0,0,274,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://www3-vpass-jp.tushenbao.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,1,0,0,274,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://www3-vpass-jp.boyanzhixing.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,1,0,0,274,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://www3-vpass-jp.lydlnbearing.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://info-reference-2025.surge.sh/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,0,0,0,22,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,https://fombntrq.click/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,0,0,0,22,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,https://coiinigdstr.click/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,0,0,0,22,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,https://coiinitr.click/,1
1,1,1,0,0,1,1,0,1,0,0,9,7,0,0,15,0,0,2,7,4,15,1,1,1,1079,5,18,4,21,0,1,1,0,0,1,10,1,0,0,0,6,0,https://basvurgirisportalasamasi0.click/hizligirisiniz.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,21,0,0,0,21,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,https://www.jotform.com/app/253108374457157,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19918,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,193,0,https://suivi-colis-co.info/,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19722,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,195,0,https://suivi-colis-co.info/as.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,21,0,0,0,21,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,https://de514e0e4r0er.bubbleapps.io/version-test,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19722,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,195,0,https://supports-ulys.com/,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19722,1,357,146,451,0,1,0,0,1,0,63,1,0,1,5,195,0,https://supports-ulys.com/as.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,31,10,0,0,0,44,0,1,0,29,0,0,0,0,0,0,10,0,0,0,0,3,0,https://link-1762525731.allvaluelink.com/sbjsdbjsbh,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,31,5,0,0,0,39,0,1,0,29,0,0,0,0,0,0,10,0,0,0,0,3,0,https://link-1762515069.allvaluelink.com/bbttf,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,31,5,0,0,0,39,0,1,0,29,0,0,0,0,0,0,10,0,0,0,0,3,0,https://link-1762447961.allvaluelink.com/bmmne,1
1,1,1,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,5,1,26,43,1,0,0,256,1,3,3,20,0,1,1,0,0,0,12,0,0,0,0,6,0,https://appespacemanager.artextende.com/Kundenlogin.php,1
1,1,1,0,0,1,0,1,0,0,0,6,1,0,0,0,0,0,3,2,1,7,1,0,0,2633,0,5,1,48,0,0,1,0,0,1,6,0,0,0,0,0,0,http://oesa.or.th/two.html,1
